Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP670 (EX),iRFP670 (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),JRed (EX),JRed (EM),Katusha2 (EX),Katusha2 (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mScarlet (EX),mScarlet (EM),mRuby2 (EX),mRuby2 (EM),mApple (EX),mApple (EM),TagRFP-T (EX),TagRFP-T (EM),Sirius (EX),Sirius (EM)
682,,,,,,,,0.015,,0.008,,0.129944,,0.006,,0.268,,0.04,,0.07102382,,0.591116372,,0.924714311,,0.00451,0.1726015,0.8502365,0.5624228,1.0000026,0.9271421,0.4954243,0.974315,0.17344,0.8034653,0.1113898,,0.21645502,,0.5497424,,0.001904159,,,,0.004,,0.000830842,0.00255428,0.170807453,0.00754717,0.163235294,0.00828729,0.167777778,0.00595238,0.135552194,,
683,,,,,,,,0.013,0.001,0.008,,0.123612,0.001,0.007,,0.26,,0.038,,0.06839713,,0.579485227,,0.921244839,,0.00428,0.1615705,0.8292295,0.5283202,0.9982176,0.9086082,0.5283963,0.9814989,0.1885046,0.8141857,0.1178165,,0.209550157,,0.536814463,,0.001904159,,,,0.0043,,0.000731447,0.00255428,0.16563147,0.00628931,0.158823529,0.00828729,0.162037037,0.00595238,0.1301059,,
684,,,,,,,0.001,0.013,0.001,0.009,0.000138,0.118404,0.001,0.007,,0.252,,0.037,,0.06565042,,0.571569948,,0.903316142,,0.004,0.1512054,0.8078864,0.4944814,0.9923964,0.8877776,0.5622696,0.9875076,0.205289,0.825201,0.1246191,,0.201514359,,0.526454276,,0.002176368,,,,0.0041,,0.000731447,0.00255428,0.161490683,0.00754717,0.155882353,0.00828729,0.157037037,0.00595238,0.125567322,,
685,,,,,,,,0.013,0.001,0.008,,0.115771,0.001,0.007,,0.247,,0.035,,0.06290928,,0.562173962,,0.894820372,,0.00389,0.1413643,0.7863613,0.4615592,0.9826499,0.8647565,0.5968049,0.9922984,0.223485,0.8366721,0.1320304,,0.196019246,,0.51289588,,0.002176368,,,,0.0039,,0.00059855,0.00255428,0.1563147,0.00754717,0.151470588,0.00828729,0.153703704,0.00595238,0.121633888,,
686,,,,,,,0.001,0.013,0.001,0.009,,0.11107,0.002,0.007,,0.24,,0.035,,0.06071526,,0.55140159,,0.896010164,,0.00377,0.1318669,0.764819,0.4301541,0.9692407,0.8397088,0.6317151,0.995874,0.2433715,0.8484897,0.1402735,,0.188009262,,0.502347695,,0.00124321,,,,0.004,,0.00059855,0.00255428,0.152173913,0.00628931,0.147058824,0.00828729,0.14962963,0.00595238,0.117549168,,
687,,,,,,,,0.013,0.001,0.008,0.000273,0.106059,0.001,0.006,,0.232,,0.034,,0.0582114,,0.545901923,,0.89582124,,0.00366,0.1226313,0.7434703,0.4006917,0.9521385,0.8129222,0.6666724,0.9983058,0.2648582,0.8605841,0.1494748,,0.18378755,,0.494220334,,0.00124321,,,,0.0034,,0.000709715,0.00255428,0.14699793,0.00628931,0.142794118,0.00828729,0.145185185,0.00595238,0.114372163,,
688,,,,,,,0.001,0.013,0.001,0.008,1.8E-05,0.104714,0.002,0.007,,0.231,,0.032,,0.05501527,,0.533300606,,0.883994963,,0.00355,0.1136543,0.7226184,0.3733872,0.9321863,0.7847421,0.7013268,0.9996621,0.2883319,0.8731026,0.1597814,,0.179567279,,0.480496414,,0.001466942,,,,0.0037,,0.000709715,0.00255428,0.142857143,0.00628931,0.139411765,0.00828729,0.142777778,0.00595238,0.111497731,,
689,,,,,,,,0.012,0.001,0.008,0.000446,0.100301,0.001,0.006,,0.225,,0.032,,0.05319529,,0.526112933,,0.88193734,,0.00344,0.104939,0.7024439,0.3482989,0.9095532,0.7555134,0.7353287,1,0.3133033,0.8860776,0.1713556,,0.175549804,,0.472771362,,0.001466942,,,,0.0035,,0.000801828,0.00255428,0.138716356,0.00628931,0.138088235,0.00828729,0.139074074,0.00595238,0.109077156,,
690,,,,,,,0.001,0.013,0.001,0.008,0.000226,0.097611,0.002,0.007,,0.217,,0.03,,0.05084774,,0.515805607,,0.862707385,,0.00344,0.0965688,0.6830835,0.3254009,0.8851574,0.7255891,0.7683528,0.9993613,0.3399994,0.8993895,0.1840936,,0.169820456,,0.463018121,,0.002114068,,,,0.0036,,0.000801828,0.00255428,0.134575569,0.00628931,0.135,0.00828729,0.135185185,0.00595238,0.107261725,,
691,,,,,,,,0.013,,0.007,0.000225,0.092368,,0.006,,0.206,,0.029,,0.04863418,,0.506617289,,0.869844286,,0.00332,0.0886946,0.6644172,0.3045775,0.8596008,0.6953572,0.8001115,0.997813,0.3684242,0.913044,0.1979792,,0.166582219,,0.452937752,,0.002114068,,,,0.0035,,0.000736787,0.00255428,0.130434783,0.00628931,0.131911765,0.00828729,0.130925926,0.00595238,0.105597579,,
692,,,,,,,,0.013,,0.008,,0.091835,0.001,0.007,,0.207,,0.028,,0.04626709,,0.499412452,,0.865592196,,0.00321,0.0813967,0.646473,0.2857033,0.8333907,0.6651343,0.8303575,0.9953205,0.3986154,0.9268296,0.213128,,0.162992481,,0.441032407,,0.001568691,,,,0.0038,,0.000736787,0.00255428,0.127329193,0.00628931,0.128088235,0.00828729,0.126481482,0.00595238,0.103933434,,
693,,,,,,,,0.013,,0.008,0.000379,0.08699,0.001,0.007,,0.198,,0.027,,0.04523428,,0.492482518,,0.862606546,,0.0031,0.074692,0.629137,0.2686546,0.806987,0.6351891,0.8588738,0.9917813,0.4305828,0.9402351,0.2296949,,0.157341984,,0.430551776,,0.001568691,,,,0.0037,,0.000595435,0.00255428,0.124223603,0.00628931,0.125588235,0.00828729,0.123703704,0.00595238,0.101815431,,
694,,,,,,,,0.012,,0.008,0.000104,0.084482,,0.006,,0.195,,0.027,,0.04241499,,0.481078276,,0.85312046,,0.00327,0.0686089,0.6124884,0.2532946,0.7810733,0.6057652,0.8854561,0.9870484,0.4642788,0.9529739,0.2477325,,0.152461745,,0.421314975,,0.001168859,,,,0.0034,,0.000595435,0.00255428,0.120082816,0.00628931,0.121617647,0.00828729,0.11962963,0.00595238,0.099848714,,
695,,,,,,,,0.012,,0.007,0.000223,0.081469,0.001,0.006,,0.19,,0.026,,0.04069829,,0.475086404,,0.855979799,,0.00282,0.0631231,0.5966296,0.2394508,0.7553965,0.5770441,0.909895,0.9809302,0.4996896,0.9647412,0.2676372,,0.150005605,,0.408317456,,0.001168859,,,,0.0031,,0.000551876,0.00255428,0.118012422,0.00628931,0.117647059,0.00828729,0.116481482,0.00595238,0.098184569,,
696,,,,,,,0.001,0.013,0.001,0.007,0.000144,0.079125,0.002,0.006,,0.185,,0.024,,0.03852101,,0.467490382,,0.84396203,,0.00299,0.058165,0.5816791,0.2269343,0.7302853,0.5490823,0.9319611,0.973146,0.5366516,0.9751286,0.2896211,,0.147586478,,0.399297773,,0.001281374,,,,0.0035,,0.000551876,0.00255428,0.113871636,0.00628931,0.115441177,0.00828729,0.113888889,0.00595238,0.096822995,,
697,,,,,,,0.001,0.013,0.002,0.007,,0.075991,0.002,0.007,,0.18,,0.024,,0.03742401,,0.456248994,,0.840168231,,0.0027,0.0537033,0.5676522,0.2155179,0.7062457,0.521908,0.9513956,0.96346,0.5744998,0.983894,0.3137557,,0.145533061,,0.390443069,,0.001281374,,,,0.0039,,0.000520951,0.00255428,0.111801242,0.00628931,0.112058824,0.00828729,0.110925926,0.00595238,0.094704992,,
698,,,,,,,0.002,0.013,0.002,0.007,2.1E-05,0.072487,0.002,0.007,,0.176,,0.024,,0.03647215,,0.450985829,,0.835159565,,0.0027,0.0497543,0.5544445,0.2049632,0.683297,0.4954815,0.9679107,0.9516838,0.6127461,0.9909841,0.3400786,,0.14230694,,0.381258612,,0.000903418,,,,0.0034,,0.000520951,0.00383142,0.109730849,0.00628931,0.108676471,0.00828729,0.108888889,0.00595238,0.093494705,,
699,,,,,,,0.001,0.012,0.002,0.007,0.000156,0.070441,0.002,0.006,,0.169,,0.023,,0.03402969,,0.442075868,,0.833689503,,0.00259,0.046341,0.5419085,0.1950484,0.6613624,0.4696827,0.9812159,0.9376464,0.6513396,0.9961016,0.3687497,,0.142110617,,0.373542229,,0.000903418,,,,0.0029,,0.000622458,0.00255428,0.105590062,0.00628931,0.104264706,0.00828729,0.105555556,0.00595238,0.091527988,,
700,,,,,,,0.001,0.013,0.002,0.007,0.000206,0.06982,0.002,0.006,,0.167,,0.022,,0.03300246,,0.434103553,,0.826042948,,0.00242,0.0435058,0.5297526,0.1855874,0.640739,0.4443296,0.9910671,0.9212084,0.6896912,0.9990923,0.3995166,,0.136444214,,0.366376829,,0.000622982,,,,0.0031,,0.000622458,0.00255428,0.10300207,0.00628931,0.102205882,0.00828729,0.103518519,0.00595238,0.089712557,,
701,,,,,,,,,,,,0.067174,,,,0.163,,,,0.03096476,,0.429123933,,0.835274867,,,0.041313,0.5179038,0.1764406,0.6212725,0.4192248,0.9973267,0.902282,0.7274662,1,0.4322628,,0.134563162,,0.359301873,,,,,,,,0.000707165,,0.100828157,,0.100294118,,0.101481482,,0.088350983,,
702,,,,,,,,,,,,0.064113,,,,0.158,,,,0.02967514,,0.420421727,,0.824279849,,,0.0398349,0.5062448,0.1675374,0.6027746,0.3941018,1.0000029,0.8807212,0.7647673,0.9988923,0.4669443,,0.126049225,,0.353266105,,,,,,,,,,0.098447205,,0.098235294,,0.099074074,,0.086838124,,
703,,,,,,,,,,,,0.06072,,,,0.154,,,,0.02904708,,0.412119771,,0.82049114,,,,0.4948593,0.158849,0.5852587,0.36872,0.9992595,0.8563136,0.8011105,0.9957633,0.5035113,,0.12759489,,0.348187379,,,,,,,,,,0.095445135,,0.094558824,,0.095,,0.085173979,,
704,,,,,,,,,,,,0.059058,,,,0.149,,,,0.02760673,,0.404211325,,0.81154963,,,,0.4838335,0.1503717,0.5687308,0.3429422,0.9953739,0.8288843,0.8355373,0.9907207,0.5416326,,0.122694373,,0.341600534,,,,,,,,,,0.093271222,,0.091911765,,0.091296296,,0.081694402,,
705,,,,,,,,,,,,0.058515,,,,0.145,,,,0.02634223,,0.398680308,,0.804281928,,,,0.4733327,0.1421298,0.5532108,0.316778,0.9886662,0.7983291,0.8682167,0.9835849,0.5811464,,0.118773245,,0.335548445,,,,,,,,,,0.091304348,,0.090588235,,0.088888889,,0.07881997,,
706,,,,,,,,,,,,0.055968,,,,0.142,,,,0.0247986,,0.389957328,,0.792676939,,,,0.463384,0.1341557,0.5386586,0.2904192,0.9794159,0.7646889,0.8981108,0.9739777,0.6218003,,0.117213074,,0.330968329,,,,,,,,,,0.089855072,,0.089264706,,0.087777778,,0.076701967,,
707,,,,,,,,,,,,0.052141,,,,0.142,,,,0.02401423,,0.382018231,,0.78530123,,,,0.453992,0.1264712,0.5250555,0.2642938,0.9678206,0.7282937,0.9244857,0.9614218,0.6631611,,0.113127692,,0.328584151,,,,,,,,,,0.08747412,,0.0875,,0.086296296,,0.074281392,,
708,,,,,,,,,,,,0.052147,,,,0.136,,,,0.02296467,,0.378918678,,0.775406633,,,,0.4451945,0.119115,0.5123779,0.2389803,0.9539976,0.6897996,0.9471297,0.945557,0.7044949,,0.111443447,,0.324806844,,,,,,,,,,0.085300207,,0.086029412,,0.085,,0.072163389,,
709,,,,,,,,,,,,0.050096,,,,0.135,,,,0.02226961,,0.368619267,,0.770406101,,,,0.4369288,0.112156,0.5000928,0.2150992,0.9380419,0.6500604,0.9667848,0.9261498,0.7453846,,0.107966732,,0.317664074,,,,,,,,,,0.082919255,,0.082941176,,0.082407407,,0.0698941,,
710,,,,,,,,,,,,0.049562,,,,0.128,,,,0.02147407,,0.366979583,,0.762628712,,,,0.4289717,0.1056707,0.4883683,0.193237,0.9200904,0.6100559,0.9818144,0.9034572,0.7852349,,0.105027637,,0.31461668,,,,,,,,,,0.082815735,,0.081617647,,0.080555556,,0.068683812,,
711,,,,,,,,,,,,0.045849,,,,0.126,,,,0.02087392,,0.356120807,,0.759281746,,,,0.4211488,0.0997499,0.4769395,0.1738574,0.9003796,0.5707464,0.9922023,0.8780238,0.823366,,0.101806135,,0.310737351,,,,,,,,,,0.081469979,,0.078382353,,0.077777778,,0.066868381,,
712,,,,,,,,,,,,0.042972,,,,0.124,,,,0.01969596,,0.348528021,,0.743149549,,,,0.4134793,0.0944911,0.4657199,0.1572134,0.879249,0.5328983,0.9983752,0.850545,0.85903,,0.100384247,,0.307363479,,,,,,,,,,0.079813665,,0.075147059,,0.075,,0.06505295,,
713,,,,,,,,,,,,0.042439,,,,0.122,,,,0.0184538,,0.343434835,,0.735351507,,,,0.4059025,0.0899717,0.4545505,0.1433496,0.857105,0.4970036,0.999996,0.8217494,0.8918653,,0.096583522,,0.301832233,,,,,,,,,,0.078571429,,0.073088235,,0.072777778,,0.062481089,,
714,,,,,,,,,,,,0.042308,,,,0.12,,,,0.01789273,,0.337668269,,0.727754871,,,,0.3983951,,0.4439273,0.1321359,0.8343486,0.463305,0.9960315,0.7923081,0.9210488,,0.097345787,,0.298198568,,,,,,,,,,0.077122153,,0.070588235,,0.072037037,,0.06096823,,
715,,,,,,,,,,,,0.041804,,,,0.116,,,,0.01704974,,0.32897296,,0.727097538,,,,0.391138,,0.4333075,0.1232918,0.8113168,0.4318011,0.9882617,0.7625585,0.9459688,,0.091709519,,0.297415555,,,,,,,,,,0.074637681,,0.068382353,,0.068888889,,0.057791225,,
716,,,,,,,,,,,,0.039283,,,,0.111,,,,0.01667569,,0.322431277,,0.719887272,,,,0.3843805,,0.4231645,0.1164379,0.7882515,0.4023234,0.9774785,0.7325916,0.966253,,0.092564943,,0.292793651,,,,,,,,,,0.072567288,,0.066323529,,0.066481481,,0.055370651,,
717,,,,,,,,,,,,0.037438,,,,0.11,,,,0.01552006,,0.313572441,,0.702763081,,,,0.3781385,,0.4134664,0.1111531,0.7653123,0.3746296,0.9630223,0.702505,0.9819084,,0.087610904,,0.286362278,,,,,,,,,,0.070807453,,0.064705882,,0.064814815,,0.053857791,,
718,,,,,,,,,,,,0.037813,,,,0.106,,,,0.01504274,,0.305780996,,0.699596116,,,,0.3723505,,0.4042913,,0.7426119,0.3484529,0.9455141,0.6722174,0.9925494,,0.083260559,,0.282583969,,,,,,,,,,0.068530021,,0.0625,,0.062592593,,0.052344932,,
719,,,,,,,,,,,,0.035207,,,,0.104,,,,0.01469102,,0.301916922,,0.695591081,,,,0.3669555,,0.3954291,,0.7202474,0.3235464,0.9259489,0.6415188,0.9984746,,0.081789108,,0.279900029,,,,,,,,,,0.06552795,,0.06,,0.060185185,,0.050832073,,
720,,,,,,,,,,,,0.034452,,,,0.102,,,,0.01370288,,0.29637128,,0.686797852,,,,0.3619131,,0.3871331,,0.6983167,0.2997213,0.9036637,0.6102866,1.0000006,,0.081930243,,0.276737215,,,,,,,,,,0.062732919,,0.057205882,,0.058333333,,0.048562784,,
721,,,,,,,,,,,,0.033467,,,,0.1,,,,0.01297712,,0.289257973,,0.678030155,,,,0.3570226,,0.3789863,,0.6769094,0.2768652,0.8791847,0.5785393,0.9971438,,0.078574083,,0.272351763,,,,,,,,,,0.060041408,,0.056176471,,0.057777778,,0.047655068,,
722,,,,,,,,,,,,0.031568,,,,0.097,,,,0.01222344,,0.282331256,,0.669015078,,,,0.3521911,,0.3710073,,0.6560998,0.25496,0.8533022,0.5460949,0.9897583,,0.07783819,,0.265829936,,,,,,,,,,0.058488613,,0.055441176,,0.057037037,,0.047503782,,
723,,,,,,,,,,,,0.032202,,,,0.096,,,,0.01211458,,0.278018863,,0.653714133,,,,0.3474017,,0.3629626,,0.6359361,0.2341129,0.8265675,0.5130856,0.9783334,,0.078610539,,0.261875847,,,,,,,,,,0.056832298,,0.053823529,,0.054814815,,0.045990923,,
724,,,,,,,,,,,,0.030242,,,,0.094,,,,0.01147815,,0.269534759,,0.654488906,,,,0.342716,,0.3546289,,0.6164515,0.214522,0.7990114,0.479967,0.9629195,,0.072873455,,0.257958199,,,,,,,,,,0.054968944,,0.052352941,,0.052407407,,0.045385779,,
725,,,,,,,,,,,,0.029267,,,,0.092,,,,0.01073843,,0.263431055,,0.634709006,,,,0.3380656,,0.3462976,,0.5976765,0.1965916,0.7714522,0.4476914,0.9436719,,0.070225762,,0.253124975,,,,,,,,,,0.052484472,,0.050294118,,0.049074074,,0.044478064,,
726,,,,,,,,,,,,0.028289,,,,0.089,,,,0.01047883,,0.259468471,,0.627352892,,,,0.3334957,,0.3380551,,0.5796558,0.1807102,0.7437565,0.4171637,0.9211895,,0.068582108,,0.248057938,,,,,,,,,,0.051449275,,0.051029412,,0.048148148,,0.043419062,,
727,,,,,,,,,,,,0.026849,,,,0.087,,,,0.01016899,,0.252241065,,0.621553383,,,,0.3290514,,0.3299951,,0.5624439,,0.7163446,0.3909414,0.896249,,0.067204861,,0.244012549,,,,,,,,,,0.050517598,,0.051029412,,0.047592593,,0.041906203,,
728,,,,,,,,,,,,0.027236,,,,0.086,,,,0.00956047,,0.243023502,,0.615594427,,,,0.3248205,,0.3225088,,0.5460943,,0.6890304,0.3694193,0.8692215,,0.066771135,,0.241027931,,,,,,,,,,0.048550725,,0.049852941,,0.047592593,,0.041149773,,
729,,,,,,,,,,,,0.025588,,,,0.083,,,,0.009016151,,0.240162882,,0.60831577,,,,0.3207345,,0.3159597,,0.5306398,,0.6622504,0.3583587,0.8408488,,0.063323864,,0.235517812,,,,,,,,,,0.04699793,,0.047941176,,0.045740741,,0.040695915,,
730,,,,,,,,,,,,0.025335,,,,0.081,,,,0.008773301,,0.2328282,,0.595423534,,,,0.3168045,,0.3103074,,0.5160823,,0.6364326,,0.8117361,,0.061609889,,0.231506,,,,,,,,,,0.044824017,,0.045294118,,0.043148148,,0.039183056,,
731,,,,,,,,,,,,0.023394,,,,0.079,,,,0.008259687,,0.226252713,,0.586294501,,,,0.3129455,,0.3054399,,0.5023843,,0.6115814,,0.782445,,0.060062788,,0.227141301,,,,,,,,,,0.04389234,,0.044411765,,0.042777778,,0.038426626,,
732,,,,,,,,,,,,0.023202,,,,0.077,,,,0.008064291,,0.223851324,,0.582076184,,,,0.3090508,,0.3011682,,0.4894738,,0.5879639,,0.7532377,,0.058670962,,0.220117773,,,,,,,,,,0.043995859,,0.044264706,,0.043148148,,0.038426626,,
733,,,,,,,,,,,,0.023033,,,,0.078,,,,0.007866103,,0.218906469,,0.572234014,,,,0.3049857,,0.2972628,,0.4772528,,0.5660217,,0.7246447,,0.05875859,,0.216551269,,,,,,,,,,0.043581781,,0.043529412,,0.042592593,,0.037065053,,
734,,,,,,,,,,,,0.021412,,,,0.073,,,,0.007321784,,0.212309789,,0.565262999,,,,0.3008527,,0.293566,,0.4656125,,0.5464271,,0.6967781,,0.056855391,,0.213366967,,,,,,,,,,0.043064182,,0.042941176,,0.042037037,,0.035854766,,
735,,,,,,,,,,,,0.02147,,,,0.075,,,,0.007067769,,0.206474168,,0.553582852,,,,0.2966897,,0.2896198,,0.4544446,,0.5278921,,0.6698844,,0.056469133,,0.207013533,,,,,,,,,,0.042339545,,0.040588235,,0.040555556,,0.033131619,,
736,,,,,,,,,,,,0.020565,,,,0.071,,,,0.006696516,,0.201533132,,0.545903841,,,,0.2925357,,0.2857359,,0.4436589,,0.5103325,,0.6437907,,0.050225199,,0.203075654,,,,,,,,,,0.040993789,,0.039117647,,0.039259259,,0.031467474,,
737,,,,,,,,,,,,0.020311,,,,0.073,,,,0.006333637,,0.197300845,,0.536956636,,,,0.2884074,,0.2820103,,0.4331974,,0.4938975,,0.6185891,,0.05208922,,0.199099826,,,,,,,,,,0.040165631,,0.039264706,,0.037777778,,0.030257186,,
738,,,,,,,,,,,,0.020034,,,,0.068,,,,0.005962383,,0.192024397,,0.522108523,,,,0.2843616,,0.2783112,,0.4230453,,0.4783252,,0.5941317,,0.050311441,,0.193672436,,,,,,,,,,0.040062112,,0.038382353,,0.037222222,,0.029803328,,
739,,,,,,,,,,,,0.018794,,,,0.067,,,,0.005605087,,0.186539535,,0.517299519,,,,0.280246,,0.2746611,,0.4132232,,0.4624149,,0.5705298,,0.048733016,,0.188131212,,,,,,,,,,0.040269151,,0.038235294,,0.037407407,,0.031316188,,
740,,,,,,,,,,,,0.018683,,,,0.066,,,,0.005359446,,0.183900753,,0.50872687,,,,0.2759286,,0.2713376,,0.4037679,,0.4468217,,0.5477878,,0.046300682,,0.186914836,,,,,,,,,,0.038302277,,0.036617647,,0.03537037,,0.031013616,,
741,,,,,,,,,,,,0.017935,,,,0.066,,,,0.005351072,,0.177188531,,0.504526118,,,,0.2714026,,0.2679536,,0.3947054,,0.4323347,,0.5262376,,0.046056249,,0.183079413,,,,,,,,,,0.038198758,,0.035,,0.035,,0.030408472,,
742,,,,,,,,,,,,0.017058,,,,0.061,,,,0.005183589,,0.173468907,,0.497527484,,,,0.2667957,,0.2644845,,0.3860347,,0.4183822,,0.5059702,,0.044173461,,0.17786785,,,,,,,,,,0.037267081,,0.035147059,,0.035740741,,0.030711044,,
743,,,,,,,,,,,,0.016719,,,,0.063,,,,0.004876537,,0.169888447,,0.494738419,,,,0.2621811,,0.2611814,,0.3777234,,0.4048912,,0.4871471,,0.043618996,,0.174956444,,,,,,,,,,0.036645963,,0.034705882,,0.035185185,,0.031316188,,
744,,,,,,,,,,,,0.015447,,,,0.06,,,,0.004628105,,0.163625652,,0.48656382,,,,0.2576154,,0.2580984,,0.3697289,,0.3921841,,0.469792,,0.042220356,,0.170882263,,,,,,,,,,0.035714286,,0.033970588,,0.033518519,,0.030408472,,
745,,,,,,,,,,,,0.015744,,,,0.061,,,,0.004575069,,0.160373035,,0.480202839,,,,0.2531491,,0.2548428,,0.3620255,,0.3810026,,0.4537361,,0.043945235,,0.168241658,,,,,,,,,,0.035714286,,0.032647059,,0.032222222,,0.031164902,,
746,,,,,,,,,,,,0.015356,,,,0.057,,,,0.004480162,,0.157868678,,0.474190923,,,,0.2487364,,0.251856,,0.3546288,,0.3702243,,0.4386538,,0.040639284,,0.163700872,,,,,,,,,,0.035093168,,0.031176471,,0.031111111,,0.030711044,,
747,,,,,,,,,,,,0.014854,,,,0.056,,,,0.003944217,,0.155344976,,0.464682853,,,,0.2442927,,0.2489922,,0.3475931,,0.3600551,,0.4244892,,0.038452093,,0.160453945,,,,,,,,,,0.034161491,,0.030588235,,0.03,,0.030408472,,
748,,,,,,,,,,,,0.014003,,,,0.056,,,,0.004075412,,0.149217015,,0.457491753,,,,0.2396622,,0.2458021,,0.3409893,,0.3502247,,0.4110461,,0.037816981,,0.157620077,,,,,,,,,,0.033747412,,0.031029412,,0.029814815,,0.029198185,,
749,,,,,,,,,,,,0.014388,,,,0.056,,,,0.00370695,,0.147302557,,0.450809243,,,,0.2348663,,0.242509,,0.3348672,,0.3409198,,0.3981813,,0.035800856,,0.153555197,,,,,,,,,,0.031780538,,0.028823529,,0.028703704,,0.027987897,,
750,,,,,,,,,,,,0.013631,,,,0.054,,,,0.003472474,,0.143693844,,0.446080131,,,,0.229887,,0.2395593,,0.329231,,0.3315898,,0.3859798,,0.034492193,,0.149329833,,,,,,,,,,0.029606625,,0.026617647,,0.027037037,,0.027231467,,
751,,,,,,,,,,,,,,,,0.051,,,,0.003360819,,0.139550876,,0.437065972,,,,0.2248206,,0.2366552,,0.3240339,,0.3224789,,0.3746261,,,,0.146491566,,,,,,,,,,0.028364389,,0.025882353,,0.025925926,,0.026626324,,
752,,,,,,,,,,,,,,,,0.052,,,,0.00305935,,0.135727652,,0.428762931,,,,0.2196077,,0.233895,,0.3191975,,0.3138017,,0.3639856,,,,0.144179562,,,,,,,,,,0.027432712,,0.025294118,,0.025,,0.025567322,,
753,,,,,,,,,,,,,,,,0.05,,,,0.003131926,,0.133164468,,0.423264,,,,0.2143363,,0.2316484,,0.3146385,,0.3058112,,0.3539808,,,,0.139221559,,,,,,,,,,0.027329193,,0.024852941,,0.025925926,,0.024508321,,
754,,,,,,,,,,,,,,,,0.05,,,,0.003109595,,0.13159492,,0.41569932,,,,0.2089637,,0.2294816,,0.3102869,,0.298301,,0.34451,,,,0.138222739,,,,,,,,,,0.027432712,,0.024117647,,0.02537037,,0.02269289,,
755,,,,,,,,,,,,,,,,0.048,,,,0.002785795,,0.12594297,,0.408609244,,,,0.2037228,,0.2269569,,0.3060962,,0.2912381,,0.3354977,,,,0.132676117,,,,,,,,,,0.025879917,,0.021764706,,0.025,,0.020272315,,
756,,,,,,,,,,,,,,,,0.045,,,,0.002746716,,0.123892029,,0.403871626,,,,0.1986955,,0.2239664,,0.3020397,,0.2848395,,0.3267908,,,,0.131820013,,,,,,,,,,0.026086957,,0.022352941,,0.025,,0.018608169,,
757,,,,,,,,,,,,,,,,0.046,,,,0.002422916,,0.120738736,,0.39594544,,,,0.1940206,,0.2206733,,0.2981116,,0.2785658,,0.3183925,,,,0.127437312,,,,,,,,,,0.025258799,,0.021029412,,0.024259259,,0.017700454,,
758,,,,,,,,,,,,,,,,0.044,,,,0.002361506,,0.119253171,,0.391626736,,,,0.1895981,,0.2167677,,0.2943233,,0.2728904,,0.3104333,,,,0.124431819,,,,,,,,,,0.02505176,,0.021617647,,0.025,,0.018003026,,
759,,,,,,,,,,,,,,,,0.043,,,,0.00226939,,0.116226271,,0.376395752,,,,0.1853548,,0.2123452,,0.2907098,,0.2673576,,0.3029688,,,,0.120831773,,,,,,,,,,0.024844721,,0.021617647,,0.02462963,,0.017700454,,
760,,,,,,,,,,,,,,,,0.04,,,,0.00226939,,0.114040843,,0.37624001,,,,0.1810341,,0.2077593,,0.2873197,,0.2618635,,0.2958959,,,,0.119177091,,,,,,,,,,0.024741201,,0.022205882,,0.02537037,,0.019062027,,
761,,,,,,,,,,,,,,,,0.041,,,,0.002129821,,0.113005282,,0.369238152,,,,0.1764411,,0.2033173,,0.2842042,,0.2568349,,0.2891806,,,,0.116489279,,,,,,,,,,0.023602484,,0.021470588,,0.025,,0.018608169,,
762,,,,,,,,,,,,,,,,0.04,,,,0.002085159,,0.110283824,,0.364840474,,,,0.1715158,,0.1988089,,0.2813882,,0.2519685,,0.2827583,,,,0.1135297,,,,,,,,,,0.022360248,,0.021911765,,0.02462963,,0.019062027,,
763,,,,,,,,,,,,,,,,0.04,,,,0.002079577,,0.105551849,,0.354629592,,,,0.1663217,,0.1945388,,0.2788572,,0.2469967,,0.2765225,,,,0.109212416,,,,,,,,,,0.022256729,,0.023088235,,0.026296296,,0.019667171,,
764,,,,,,,,,,,,,,,,0.039,,,,0.001856266,,0.103757816,,0.350199819,,,,0.1610741,,0.1904599,,0.2765503,,0.2431099,,0.2705671,,,,0.108003448,,,,,,,,,,0.02184265,,0.023235294,,0.027407407,,0.020574887,,
765,,,,,,,,,,,,,,,,0.036,,,,0.001906511,,0.100515858,,0.341139782,,,,0.1558445,,0.1867728,,0.2743748,,0.2399117,,0.2649674,,,,0.104616901,,,,,,,,,,0.021428571,,0.021911765,,0.026111111,,0.019969743,,
