Wavelength,mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),iRFP670 (EX),iRFP670 (EM),iRFP713 (EX),iRFP713 (EM),mScarlet (EX),mScarlet (EM),mApple (EX),mApple (EM),Sirius (EX),Sirius (EM),Cerulean (EM),Cerulean (EX),ECFP (EM),ECFP (EX),mKO (EM),mKO (EX),mPlum (EM),mPlum (EX),TagRFP (EM),TagRFP (EX),tdTomato (EM),tdTomato (EX),iRFP720 (EX),iRFP720 (EM),EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),mCitrine (AB),mCitrine (EM),EGFPm (AB),EGFPm (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),Jred (EX),Jred (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mRuby2 (EX),mRuby2 (EM),TagRFP-T (EX),TagRFP-T (EM)
496,0.112,,0.269,,0.3736607,0.03368077,,,,,0.185185,,0.214088,,,0.26047486,0.87921297550201,0.018474400043488,0.0176,0.8792,,0.26874026656151,0.1,,,0.076977401971817,0.3105,,,,,0.40109,0.44679,0.01164,,0.39341,0.409,0.006,0.89,0.46,0.084005769,0.002095334,0.04830951,,0.00282,0.01177,,,,,0.137142339,,,0.751092046,0.7098662,0.7140709,0.6972,0.0318,0.550016568,0.727112802,0.142138,,0.160714,
497,0.117,,0.282,,0.3810813,0.03513787,,,,,0.189017,,0.219613,,,0.253072626,0.88040000200272,0.01588880084455,0.0151,0.8804,,0.28413686156273,0.1047,,,0.082599900662899,0.3188,,,,,0.40936,0.45946,0.01283,,0.45155,0.422,0.008,0.856,0.509,0.085739783,0.0021607,0.05045068,,0.0029,0.01408,,,,,0.147416532,,,0.751092046,0.6639215,0.7699463,0.7406,0.0376,0.550016568,0.831981934,0.148428,,0.165179,
498,0.122,,0.296,,0.3895141,0.03689085,,,,,0.192848,,0.225138,,,0.244134078,0.88728100061417,0.014426100067794,0.0137,0.8873,,0.30046656727791,0.1093,,,0.085850097239017,0.3295,,,,,0.38971,0.47948,0.01207,,0.51809,0.438,0.009,0.819,0.559,0.089313574,0.002500664,0.053940285,,0.00301,0.01656,,,,,0.153727282,,,0.74402903,0.6162885,0.818652,0.7672,0.0475,0.478307124,0.831981934,0.153459,,0.169643,
499,0.127,,0.311,,0.397801,0.03799903,,,,,0.196679,,0.229282,,,0.236173184,0.89522397518158,0.012465200386941,0.0119,0.8952,,0.31998443603516,0.1132,,,0.090137600898743,0.3412,,,,,0.37571,0.50116,0.02056,,0.58398,0.456,0.011,0.778,0.61,0.09321297,0.002773925,0.0550578,,0.00309,0.01921,,,,,0.152340903,,,0.74402903,0.5680852,0.8590773,0.7772,0.058,0.478307124,0.917228287,0.158491,,0.175595,
500,0.133,,0.327,,0.4096009,0.03807998,,,,,0.200511,,0.233425,,,0.228351955,0.89838099479675,0.01163989957422,0.0111,0.8984,,0.34020218253136,0.118,,,0.095199503004551,0.3512,,,,,0.36374,0.52339,0.02146,,0.65892,0.476,0.014,0.735,0.665,0.097767694,0.003167314,0.056462328,,0.00319,0.02355,,,,,0.159854788,,,0.740678106,0.5199609,0.897797,0.8024,0.0691,0.403656633,0.917228287,0.16478,,0.183036,
501,0.137,,0.344,,0.4193375,0.03984413,,,,,0.203065,,0.237569,,,0.220670391,0.90512400865555,,0.0099,0.9051,,0.36166408658028,0.1232,,,0.10201600193977,0.3621,,,,,0.36214,0.55145,0.02996,,0.70736,0.5,0.017,0.687,0.718,0.100961225,0.003550609,0.059901398,,0.00325,0.02935,,,,,0.168075542,,,0.740678106,0.4722354,0.9346348,0.8359,0.0838,0.403656633,0.975283003,0.171069,,0.1875,
502,0.142,,0.361,,0.4312219,0.03989437,,,,,0.205619,,0.243094,,,0.212523277,0.9036819934845,,0.009,0.9037,,0.37970450520515,0.1261,,,0.11131200194359,0.3757,,,,,0.36214,0.58119,0.03513,,0.75646,0.527,0.02,0.64,0.767,0.104999278,0.004025167,0.063458275,,0.00342,0.03408,,,,,0.176485557,,,0.736549269,0.4250219,0.9635747,0.8644,0.1042,0.335704088,0.975283003,0.178616,,0.193452,
503,0.148,,0.378,,0.4430127,0.04065642,,,,,0.208174,,0.248619,,,0.205400372,0.90416902303696,,0.0078,0.9042,,0.40007776021957,0.1312,,,0.11993200331926,0.3919,,,,,0.34041,0.61423,0.04234,,0.82558,0.557,0.026,0.591,0.816,0.107974762,0.00451978,0.067562428,,0.00354,0.04309,,,,,0.184779969,,,0.736549269,0.379127,0.9818249,0.8999,0.1222,0.335704088,1.00000001,0.186164,,0.200893,
504,0.152,,0.395,,0.4547238,0.04135706,,,,,0.212005,,0.252762,,,0.198556797,0.90373998880386,,0.0083,0.9037,,0.41811820864677,0.1363,,,0.12628699839115,0.409,,,,,0.33185,0.6498,0.05245,,0.86628,0.592,0.032,0.543,0.862,0.114433799,0.005167382,0.06853379,,0.00365,0.0543,,,,,0.192217294,,,0.738043379,0.3350233,1.0004501,0.9246,0.148,0.279524439,1.00000001,0.194969,,0.21131,
505,0.159,,0.413,,0.4670944,0.04034937,,,,,0.215837,,0.259669,,,0.191480447,0.89234399795532,,0.0069,0.8923,,0.43608087301254,0.1427,,,0.13632400333881,0.4265,,,,,0.33726,0.69029,0.06546,,0.90762,0.629,0.04,0.493,0.903,0.11839323,0.005833093,0.073189662,,0.00378,0.0659,,,,,0.20030205,,,0.738043379,0.2933274,0.9986316,0.9513,0.1805,0.279524439,0.982463778,0.201258,,0.21875,
506,0.164,,0.429,,0.4813282,0.03893972,,,,,0.219668,,0.265193,,,0.183286778,0.89104402065277,,0.0066,0.891,,0.45513218641281,0.1464,,,0.14550100266933,0.4439,,,,,0.32459,0.73133,0.08334,,0.93282,0.671,0.05,0.446,0.935,0.122659047,0.006646715,0.075135388,,0.00395,0.08472,,,,,0.208323918,,,0.725403167,0.2543919,0.9963061,0.962,0.2125,0.228260433,0.982463778,0.211321,,0.229167,
507,0.169,,0.445,,0.4956718,0.03866896,,,,,0.223499,,0.272099,,,0.178119181,0.871945977211,,0.0062,0.8719,,0.47161743044853,0.1507,,,0.1557500064373,0.4606,,,,,0.31403,0.77416,0.1029,,0.96705,0.715,0.064,0.4,0.966,0.128402658,0.007504266,0.080481376,,0.00411,0.10083,,,,,0.22037195,,,0.725403167,0.2187254,0.9809066,0.9813,0.249,0.228260433,0.947507539,0.221384,,0.239583,
508,0.175,,0.459,,0.5108128,0.0382028,,,,,0.227331,,0.279006,,,0.169506518,0.85989898443222,,0.0059,0.8599,,0.48584759235382,0.1577,,,0.16842199862003,0.4759,,,,,0.30435,0.81862,0.12283,,0.98256,0.761,0.079,0.355,0.988,0.133163675,0.008504229,0.081751758,,0.00426,0.13136,,,,,0.227942186,,,0.706510092,0.1864823,0.9707798,1,0.2959,0.177725563,0.947507539,0.228931,,0.25,
509,0.18,,0.472,,0.5245551,0.03724257,,,,,0.234994,,0.287293,,,0.163919926,0.84541797637939,,0.0055,0.8454,,0.49828925728798,0.1635,,,0.17416100203991,0.4891,,,,,0.30348,0.86077,0.15849,,0.99677,0.809,0.1,0.314,0.999,0.136905458,0.009613185,0.085518246,,0.00434,0.16251,,,,,0.235619197,,,0.706510092,0.1577589,0.9515822,0.9976,0.3384,0.177725563,0.882636858,0.240252,,0.261905,
510,0.187,,0.483,,0.5377816,0.03653355,,,,,0.240102,,0.29558,,,0.157728119,0.82781398296356,,0.0058,0.8278,,0.50925350189209,0.1736,,,0.1815779954195,0.5001,,,,,0.28839,0.90178,0.1964,,1,0.855,0.123,0.275,1,0.145205041,0.010708155,0.09043336,,0.00438,0.19602,,,,,0.244564599,,,0.701347184,0.1324291,0.9206423,0.9885,0.3827,0.137256687,0.882636858,0.250314,,0.272321,
511,0.191,,0.491,,0.552569,0.0349341,,,,,0.247765,,0.305249,,,0.152094972,0.81047201156616,,0.0052,0.8105,,0.51345258951187,0.1795,,,0.19202600419521,0.5096,,,,,0.29051,0.93898,0.23479,,1,0.899,0.153,0.238,1,0.150245788,0.011920633,0.093571334,,0.00441,0.23962,,,,,0.249221407,,,0.701347184,0.1103844,0.8874243,0.9715,0.4391,0.137256687,0.817536146,0.260377,,0.284226,
512,0.198,,0.498,,0.566245,0.03349654,,,,,0.255428,,0.313536,,,0.146787709,0.78749400377274,,0.0051,0.7875,,0.52115082740784,0.1845,,,0.19919200241566,0.5192,,,,,0.28188,0.96728,0.28569,,0.99806,0.937,0.187,0.204,0.989,0.156475871,0.013193811,0.094470033,,0.0044,0.29961,,,,,0.25465144,,,0.681267587,0.0915403,0.8571418,0.9461,0.5024,0.102288927,0.817536146,0.271698,,0.294643,
513,0.204,,0.503,,0.5791072,0.0312411,,,,,0.263091,,0.324586,,,0.139711359,0.76528799533844,,0.0058,0.7653,,0.51905131340027,0.191,,,0.21175000071526,0.5294,,,,,0.27216,0.98909,0.34092,,0.99289,0.969,0.227,0.175,0.97,0.161971059,0.014429474,0.100399702,,0.00434,0.34372,,,,,0.256670296,,,0.681267587,0.0755238,0.8222503,0.9188,0.5522,0.102288927,0.740102407,0.284277,,0.306548,
514,0.209,,0.506,,0.590035,0.03054326,,,,,0.273308,,0.335635,,,0.134776536,0.74304497241974,,0.0049,0.743,,0.52239501476288,0.1986,,,0.2172619998455,0.5402,,,,,0.26838,1,0.39971,,0.97351,0.99,0.272,0.147,0.941,0.170161426,0.015540949,0.102332017,,0.00423,0.41227,,,,,0.271803833,,,0.6453665,0.0620118,0.7880569,0.8885,0.6079,0.071390282,0.740102407,0.29434,,0.316964,
515,0.217,,0.507,,0.5997538,0.03007431,,,,,0.284802,,0.348066,,,0.129748603,0.7192890048027,,0.005,0.7193,,0.52325040102005,0.2067,,,0.23272900283337,0.5515,,,,,0.2565,0.99885,0.46301,,0.95349,1,0.322,0.123,0.906,0.175927953,0.016898597,0.107326603,,0.00411,0.48409,,,,,0.283724406,,,0.6453665,0.050789,0.7611933,0.8613,0.6648,0.071390282,0.671307512,0.306918,,0.327381,
516,0.225,,0.508,,0.6110764,0.02805893,,,,,0.296296,,0.357735,,,0.125698324,0.6950010061264,,0.0047,0.695,,0.51788491010666,0.2107,,,0.24571700394154,0.562,,,,,0.25362,0.98487,0.52707,,0.92442,0.996,0.381,0.101,0.871,0.180015535,0.017717829,0.113397834,,0.00389,0.57202,,,,,0.298258507,,,0.59804876,0.0415067,0.730014,0.8359,0.722,0.05054828,0.671307512,0.316981,,0.337798,
517,0.232,,0.508,,0.6189439,0.02782166,,,,,0.307791,,0.371547,,,0.121368715,0.67198097705841,,0.0049,0.672,,0.51656299829483,0.2172,,,0.2547670006752,0.5704,,,,,0.2494,0.95837,0.59537,,0.87662,0.977,0.443,0.084,0.834,0.185161318,0.018569051,0.117966737,,0.00372,0.63471,,,,,0.307821722,,,0.59804876,0.0338357,0.7031923,0.787,0.7784,,0.612503616,0.328302,,0.345238,
518,0.239,,0.506,,0.6261724,0.02561927,,,,,0.320562,,0.385359,,,0.116527002,0.65291798114777,,0.0045,0.6529,,0.51034212112427,0.2229,,,0.26551300287247,0.5778,,,,,0.24035,0.91999,0.66892,,0.84109,0.944,0.512,0.069,0.793,0.194953572,0.019758072,0.122644693,,0.00346,0.69808,,,,,0.30790702,,,0.579849928,0.027574,0.6721557,0.7378,0.8316,,0.612503616,0.339623,,0.355655,
519,0.248,,0.505,,0.6346225,0.02486839,,,,,0.335888,,0.39779,,,0.112150838,0.63169401884079,,0.0042,0.6317,,0.504354596138,0.2332,,,0.2642579972744,0.5866,,,,,0.24157,0.87065,0.72723,,0.8062,0.898,0.581,0.055,0.751,0.198506689,0.020112246,0.125962681,,0.00318,0.78161,,,,,0.312103901,,,0.579849928,0.0224957,0.6481987,0.6792,0.8747,,0.556749458,0.349686,,0.363095,
520,0.257,,0.505,,0.6407209,0.02432407,,,,,0.349936,,0.412983,,,0.107960894,0.61105400323868,,0.0042,0.611,0.062388818711042,0.50233280658722,0.2408,,,0.26431199908257,0.595,,,,,0.22787,0.81193,0.79818,,0.75258,0.842,0.647,0.045,0.715,0.205145525,0.021109703,0.129360622,,0.00288,0.84487,,,,,0.315477195,,,0.529090915,0.0185232,0.6228088,0.6169,0.9121,,0.556749458,0.359748,,0.370536,
521,0.266,,0.506,,0.6447891,0.02297862,,,,,0.366539,,0.428177,,,0.103072626,0.59346902370453,,0.0041,0.5935,0.059085134416819,0.50085538625717,0.2478,,,0.2751629948616,0.5999,,,,,0.21961,0.74682,0.86107,,0.71576,0.776,0.715,0.036,0.68,0.20920493,0.021513723,0.132218563,,0.00258,0.89855,,,,,0.314593422,,,0.529090915,0.0162983,0.5999431,0.5434,0.9453,,0.512968521,0.369811,,0.377976,
522,0.275,,0.508,,0.6491809,0.02211051,,,,,0.380587,,0.440608,,,0.099534451,0.57383000850677,,0.0046,0.5738,0.057136807590723,0.497822701931,0.2607,,,0.28069001436234,0.6017,,,,,0.21861,0.67801,0.90276,,0.68217,0.706,0.781,0.031,0.65,0.215201774,0.022048085,0.138999747,,0.00226,0.93759,,,,,0.324376756,,,0.495463847,0.0144068,0.5746026,0.4998,0.9705,,0.512968521,0.376101,,0.383929,
523,0.284,,0.509,,0.6524941,0.02141824,,,,,0.395913,,0.455801,,,0.095623836,0.55581897497177,,0.0048,0.5558,0.054891996085644,0.49626749753952,0.2724,,,0.30304101109505,0.6036,,,,,0.21092,0.60797,0.94795,,0.65116,0.633,0.838,0.026,0.621,0.22112461,0.022327639,0.14343667,,0.002,0.97933,,,,,0.347611165,,,0.495463847,0.0128132,0.5631719,0.4314,0.9895,,0.475753106,0.386164,,0.389881,
524,0.296,,0.515,,0.6556746,0.0209158,,,,,0.408685,,0.469613,,,0.09273743,0.54122799634933,,0.0047,0.5412,0.053706057369709,0.49961119890213,0.2842,,,0.31856799125671,0.6064,,,,,0.20524,0.53871,0.96505,,0.60917,0.562,0.89,0.021,0.597,0.22333707,0.022723792,0.152009116,,0.00173,0.99189,,,,,0.370076001,,,0.451200995,0.0114803,0.5441805,0.38,1,,0.475753106,0.392453,,0.394345,
525,0.306,,0.522,,0.6572194,0.02028774,,,,,0.42401,,0.482044,,,0.088873371,0.52882701158524,,0.0046,0.5288,0.052901312708855,0.50513219833374,0.2943,,,0.33257099986076,0.6085,,,,,0.19715,0.47178,0.98804,,0.5814,0.492,0.931,0.018,0.57,0.229035777,0.023088366,0.161305215,,0.00163,0.99493,,,,,0.393193584,,,0.451200995,,0.5273469,0.3267,0.9974,,0.450145364,0.4,,0.400298,
526,0.32,,0.53,,0.661041,0.01976575,,,,,0.435504,,0.493094,,,0.085055866,0.51323300600052,,0.0049,0.5132,0.052393052726984,0.50699841976166,0.3049,,,0.34705701470375,0.6109,,,,,0.19708,0.41013,0.99113,,0.55814,0.426,0.966,0.016,0.547,0.234301723,0.023420793,0.163308018,,0.0015,1,,,,,0.4035839,,,0.425603387,,0.5188303,0.2867,0.9903,,0.450145364,0.406289,,0.40625,
527,0.331,,0.54,,0.6638288,0.01856546,,,,,0.446999,,0.504144,,,0.082216015,0.50199598073959,,0.0052,0.502,0.051927149295807,0.51765161752701,0.3138,,,0.35227799415588,0.6136,,,,,0.18597,0.35245,1,,0.5239,0.366,0.987,0.014,0.528,0.241709277,0.023697103,0.172379269,,0.0014,0.99448,,,,,0.411938588,,,0.425603387,,0.5024458,0.239,0.98,,0.425789751,0.412579,,0.409226,
528,0.346,,0.552,,0.6689101,0.01845938,,,,,0.458493,,0.515193,,,0.079655493,0.48663601279259,,0.0046,0.4866,0.052562475204468,0.52542769908905,0.3274,,,0.34805700182915,0.6182,,,,,0.18092,0.30082,0.97506,,0.50646,0.31,0.999,0.012,0.508,0.245191138,0.0241661,0.175178447,,,0.97093,,,,,0.40833149,,,0.401289212,,0.4890559,0.2077,0.9625,,0.425789751,0.418868,,0.416667,
529,0.356,,0.566,,0.6735181,0.01844822,,,,,0.46871,,0.523481,,,0.075744879,0.47505098581314,,0.0046,0.475,0.053451925516129,0.53576982021332,0.3418,,,0.34489899873734,0.6229,,,,,0.17704,0.25536,0.96956,,0.48643,0.262,1,0.011,0.49,0.250138098,0.024822877,0.175768072,,,0.95556,,,,,0.399233746,,,0.401289212,,0.4765252,0.1769,0.9419,,0.405130265,0.426415,,0.421131,
530,0.373,,0.582,0.02,0.6785523,0.01717256,,,,,0.475096,,0.530387,,,0.073091248,0.46527099609375,,0.0044,0.4653,0.055781450122595,0.55248832702637,0.3513,,,0.34761598706245,0.6289,,,,,0.16981,0.21514,0.96112,,0.47093,0.22,1,0.009,0.473,0.254889796,0.025239152,0.178226442,,,0.92052,,,,,0.402016799,,,0.36527824,,0.4653319,0.1469,0.9192,,0.405130265,0.432704,,0.428571,
531,0.383,,0.599,0.025,0.6841877,0.01727863,,,,,0.481481,,0.535912,,,0.069413408,0.45585501194,,0.0035,0.4558,0.058026261627674,0.5668740272522,0.3671,,,0.35206198692322,0.6354,,,,,0.16984,,0.94076,,0.45026,0.182,0.983,0.008,0.464,0.258689387,0.025642902,0.183559344,,,0.88154,,,,,0.411918853,,,0.36527824,,0.4548303,0.1175,0.8934,,0.385904901,0.438994,,0.436012,
532,0.4,,0.617,0.03,0.6909187,0.01719489,,,,,0.485313,,0.540055,,,0.066480447,0.4485610127449,,0.0028,0.4486,0.062346462160349,0.5881804227829,0.3796,,,0.36185100674629,0.6455,,,,,0.15813,,0.89666,,0.43798,0.15,0.962,0.007,0.45,0.26784898,0.026095024,0.192381969,,,0.84797,,,,,0.419710124,,,0.340947369,,0.4469023,0.096,0.8532,,0.385904901,0.447799,,0.443452,
533,0.414,,0.64,0.037,0.6997514,0.01689342,,,,,0.489144,,0.546961,,,0.063221601,0.43327501416206,,0.003,0.4333,0.066285468637943,0.6090202331543,0.3905,,,0.3763239979744,0.661,,,,,0.15564,,0.86722,,0.42636,0.123,0.941,0.006,0.439,0.26904943,0.026807628,0.201770545,,,0.81271,,,,,0.430122834,,,0.340947369,,0.4365016,0.0805,0.8292,,0.368578084,0.455346,,0.450893,
534,0.429,,0.664,0.045,0.7102904,0.01690738,,,,,0.492976,,0.548343,,,0.061126629,0.42860299348831,,0.0024,0.4286,0.072511650621891,0.63304823637009,0.4022,,,0.39603498578072,0.6825,,,,,0.14944,,0.85114,,0.4115,0.101,0.91,0.006,0.43,0.274829196,0.027358429,0.207981282,,,0.7561,,,,,0.450244089,,,0.319933571,,0.4331998,0.0688,0.796,,0.368578084,0.461635,,0.46131,
535,0.442,,0.689,0.056,0.7206086,0.01706369,0.1374889,,0.0073993,,0.492976,,0.551105,,,0.058752328,0.4226970076561,,0.0025,0.4227,0.080177888274193,0.66026437282562,0.415,,0.009586960077286,0.41635701060295,0.7045,,0.0006714,,,0.14668,,0.80348,,0.40181,0.082,0.878,0.005,0.422,0.278956249,0.028099823,0.210083704,,,0.73745,0.0610532,,0.0132571,,0.460942907,,,0.319933571,,0.4208904,0.0561,0.767,,0.352272952,0.471698,,0.473214,
536,0.457,,0.714,0.066,0.7324111,0.01671477,0.1378924,,0.0079508,,0.492976,,0.553867,,,0.055772812,0.40993401408195,,0.0027,0.4099,0.089919522404671,0.69043546915054,0.4321,,0.010899400338531,0.42293998599052,0.7216,,0.0008516,,,0.14326,,0.77814,,0.39341,0.067,0.847,0.005,0.41,0.28568545,0.028418887,0.223243929,,,0.68771,0.0614637,,0.0135374,,0.471023683,,,0.29703494,,0.4119055,0.0459,0.7317,,0.352272952,0.483019,,0.485119,
537,0.472,,0.744,0.083,0.7462828,0.01670361,0.1384454,,0.0086489,,0.492976,,0.555249,,,0.053445065,0.40192198753357,,0.0027,0.4019,0.10245658457279,0.7204509973526,0.4415,,0.011838699690998,0.44898998737335,0.7323,,0.0011072,,,0.13942,,0.73821,,0.38566,0.055,0.813,0.005,0.401,0.28914006,0.028945885,0.225875512,,,0.65482,0.0620332,,0.0139099,,0.487572851,,,0.29703494,,0.3995199,0.0369,0.7031,,0.335319753,0.495597,,0.5,
538,0.485,,0.774,0.105,0.7609553,0.01694087,0.1395606,,0.0100208,,0.492976,,0.555249,,,0.051024209,0.39517799019814,,0.0027,0.3952,0.1171537488699,0.75373250246048,0.4569,,0.013243800029159,0.48452898859978,0.7405,,0.0016197,,,0.13679,,0.7098,,0.37662,0.045,0.778,0.005,0.394,0.297070049,0.028990754,0.245050845,,,0.62604,0.063203,,0.0146703,,0.509106499,,,0.276066316,,0.3924221,0.0317,0.6696,,0.335319753,0.508176,,0.516369,
539,0.496,,0.807,0.131,0.7762409,0.01696879,0.1410475,,0.0117384,,0.492976,,0.559392,,,0.049208566,0.38459599018097,,0.0029,0.3846,0.13562050461769,0.78771382570267,0.4714,,0.015099399723113,0.53133201599121,0.7484,,0.0023522,,,0.12946,,0.67748,,0.37016,0.037,0.743,0.005,0.387,0.304960573,0.029304392,0.255628785,,,0.58582,0.0648357,,0.0157211,,0.542826299,,,0.276066316,,0.3850064,0.0258,0.6422,,0.314559771,0.522013,,0.535714,
540,0.507,,0.838,0.155,0.7915329,0.01718372,0.1429123,,0.0137952,,0.49553,,0.559392,,,0.047020484,0.37830200791359,,0.0034,0.3783,0.15684032440186,0.82503885030746,0.4773,,0.017151599749923,0.56360101699829,0.7574,,0.0033141,,,0.12495,,0.63342,,0.36434,0.031,0.71,0.004,0.381,0.304820348,0.029481759,0.269230456,,,0.55951,0.0670054,,0.01716,,0.563010092,,,0.263124694,,0.3745242,0.0211,0.6228,,0.314559771,0.538365,,0.55506,
541,0.519,,0.866,0.178,0.8124864,0.01795693,0.1450727,,0.0160624,,0.496807,,0.563536,,,0.04481378,0.37226098775864,,0.0034,0.3723,0.18301567435265,0.85925352573395,0.4947,,0.020310400053859,0.59188801050186,0.7699,,0.0044889,,,0.12326,,0.60006,,0.3553,0.026,0.681,0.005,0.369,0.312550974,0.029301796,0.280502461,,,0.53884,0.0696877,,0.0190233,,0.564363369,,,0.263124694,,0.3602374,0.0179,0.5953,,0.296584033,0.554717,,0.575893,
542,0.526,,0.897,0.202,0.8286774,0.01864082,0.1474764,,0.0184948,,0.500639,,0.56768,,,0.042462756,0.36216399073601,,0.0045,0.3622,0.21372300386429,0.89191293716431,0.5028,,0.024987099692225,0.60423702001572,0.7886,,0.0058604,,,0.11825,,0.57648,,0.34948,0.021,0.65,0.006,0.362,0.317923941,0.028869833,0.286333886,,,0.51749,0.0728752,,0.0213839,,0.557817683,,,0.25247373,,0.3507078,0.0158,0.5682,,0.296584033,0.574843,,0.60119,
543,0.535,,0.925,0.236,0.8478535,0.01990811,0.150101,,0.0210565,,0.50447,,0.573204,,,0.040470205,0.35404801368713,,0.004,0.354,0.25069886445999,0.92534995079041,0.5144,,0.031256400048733,0.60604697465897,0.8086,,0.0074226,,,0.11344,,0.55271,,0.34109,0.018,0.621,0.005,0.358,0.325911769,0.028688652,0.298755124,,,0.48888,0.076526,,0.0242972,,0.539473658,,,0.25247373,,0.3388056,0.0132,0.5438,,0.272746037,0.594969,,0.627976,
544,0.546,,0.95,0.276,0.8667336,0.02007559,0.1529854,,0.0237443,,0.508301,,0.578729,,,0.038640596,0.34603300690651,,0.0044,0.346,0.28801354765892,0.95023328065872,0.5275,,0.036902401596308,0.62485402822495,0.8328,0.0306,0.0091505,,,0.11108,,0.52689,,0.33721,0.015,0.595,0.005,0.348,0.331238297,0.02820996,0.303174377,,,0.47457,0.0805679,,0.0277545,,0.534337218,,,0.240579268,,0.3304898,0.0111,0.5287,,0.272746037,0.61761,,0.654762,
545,0.553,,0.971,0.322,0.885982,0.02147128,0.1562315,,0.0265696,,0.51341,,0.587017,,,0.036959963,0.3390339910984,,0.0044,0.339,0.33608639240265,0.9743390083313,0.5338,,0.042087700217962,0.65299898386002,0.8643,0.0408,0.0110256,,,0.10922,,0.49875,,0.3301,0.013,0.568,0.005,0.339,0.341018025,0.027837843,0.307661472,,,0.45029,0.084907,,0.0316788,,0.543914762,,,0.240579268,,0.3165231,0.01,0.5106,,0.249473815,0.640252,,0.684524,
546,0.555,,0.987,0.367,0.9063019,0.02336942,0.1599615,,0.0295488,,0.519796,,0.593923,,,0.035418994,0.33083400130272,,0.0044,0.3308,0.38720881938934,0.989113509655,0.5489,,0.051759198307991,0.69826298952103,0.8968,0.0415,0.0130034,,,0.1069,,0.48479,,0.32364,0.011,0.547,0.005,0.33,0.349450464,0.027090353,0.322147159,,,0.4321,0.0894484,,0.0359451,,0.554841305,,,0.221814924,,0.3040526,,0.4942,,0.249473815,0.665409,,0.715774,
547,0.566,,0.996,0.416,0.9236623,0.0251559,0.1642797,,0.0326825,,0.53129,,0.603591,,,0.033500931,0.31608700752258,,0.005,0.3161,0.4404913187027,0.99688959121704,0.5552,,0.06297429651022,0.72767198085785,0.9157,0.0517,0.0150508,,,0.10574,,0.45425,,0.31783,0.009,0.522,0.006,0.322,0.359180449,0.026791909,0.33130994,,,0.42044,0.0940894,,0.0403892,,0.553672677,,,0.221814924,,0.2933394,,0.4801,,0.224652615,0.690566,,0.745536,
548,0.569,,1,0.473,0.9414325,0.02772676,0.1692409,,0.0359594,,0.54023,,0.61326,,,0.031787709,0.31055200099945,,0.0046,0.3106,0.50232952833176,1,0.5628,,0.076735898852348,0.76418900489807,0.9227,0.0625,0.0171026,,,0.10232,,0.43127,,0.31072,0.008,0.503,0.006,0.312,0.365339648,0.026447851,0.333109084,,,0.40692,0.0987531,,0.0448255,,0.555323946,,,0.206867991,,0.2810043,,0.4641,,0.224652615,0.718239,,0.78125,
549,0.575,,0.995,0.531,0.9563534,0.0303674,0.1748184,,0.0393529,,0.554278,,0.627072,,,0.029897579,0.30036300420761,,0.0052,0.3004,0.56586194038391,0.99144631624222,0.5733,,0.092810802161694,0.79399299621582,0.9326,0.0725,0.0191021,,,0.09701,,0.41531,,0.30491,0.007,0.484,0.006,0.302,0.377024389,0.026031388,0.350674899,,,0.38912,0.1033929,,0.0491136,,0.562260804,,,0.206867991,,0.2699828,,0.451,,0.202507345,0.748428,,0.8125,
550,0.578,0.001,0.984,0.587,0.9691079,0.03376172,0.1808823,,0.0428209,,0.565773,0.011283644,0.639503,0.015925926,,0.02867784,0.29421800374985,,0.0044,0.2942,0.62642949819565,0.9743390083313,0.5795,,0.10858800262213,0.83503001928329,0.9512,0.0886,0.021033,,,0.09754,,0.39257,,0.29457,0.006,0.466,0.006,0.291,0.391486407,0.0253859,0.355766184,,,0.38067,0.1079913,,0.0531733,,0.576002784,,,0.195011239,,0.2638131,,0.4399,,0.202507345,0.778616,0.053823529,0.845238,0.089863843
551,0.583,0.001,0.963,0.645,0.9812265,0.03799903,0.1872736,,0.0463116,,0.581098,0.014182195,0.654696,0.018518519,,0.027239292,0.28076499700546,,0.004,0.2808,0.69123250246048,0.94867807626724,0.582,,0.12611599266529,0.89727699756622,0.9731,0.0928,0.0229123,,,0.09227,,0.37616,,0.28682,0.005,0.452,0.005,0.28,0.400662552,0.024804166,0.373876538,,,0.36867,0.1125475,,0.0570063,,0.595610389,,,0.195011239,,0.2507927,,0.43,,0.182320588,0.807547,0.054411765,0.876488,0.097579425
