Wavelength,mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),iRFP670 (EX),iRFP670 (EM),iRFP713 (EX),iRFP713 (EM),mScarlet (EX),mScarlet (EM),mApple (EX),mApple (EM),Sirius (EX),Sirius (EM),Cerulean (EM),Cerulean (EX),ECFP (EM),ECFP (EX),mKO (EM),mKO (EX),mPlum (EM),mPlum (EX),TagRFP (EM),TagRFP (EX),tdTomato (EM),tdTomato (EX),iRFP720 (EX),iRFP720 (EM),EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),mCitrine (AB),mCitrine (EM),EGFPm (AB),EGFPm (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),Jred (EX),Jred (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mRuby2 (EX),mRuby2 (EM),TagRFP-T (EX),TagRFP-T (EM)
552,0.587,0.002,0.936,0.697,0.9920992,0.04269692,0.1938454,,0.0497784,,0.600255,0.016977226,0.66989,0.021111111,,0.026256983,0.27238100767136,,0.0034,0.2724,0.75476491451263,0.9144634604454,0.5885,,0.14613400399685,0.93405002355576,0.9881,0.118,0.0247613,,,0.08935,,0.36505,,0.2739,0.005,0.437,0.005,0.267,0.412207819,0.024580773,0.381464965,,,0.35831,0.1170815,,0.0606822,,0.606991039,,,0.184148832,,0.2362191,,0.4182,,0.182320588,0.838994,0.059264706,0.90625,0.111043873
553,0.588,0.002,0.899,0.751,0.9975225,0.04933482,0.2004877,,0.0531742,,0.618135,0.019772257,0.687845,0.024074074,,0.024902235,0.26737600564957,,0.0029,0.2674,0.81194406747818,0.86858475208282,0.5928,,0.16767400503159,0.96222501993179,0.9948,0.1466,0.0266508,,,0.08713,,0.34707,,0.26357,0.003,0.424,0.004,0.256,0.427402982,0.024472878,0.392539211,,,0.35622,0.1216009,,0.0643251,,0.613988448,,,0.184148832,,0.2257444,,0.4142,,0.163721642,0.869182,0.067941176,0.936012,0.129349471
554,0.594,0.002,0.856,0.803,1,0.05560704,0.2071492,,0.056467,,0.63857,0.022774327,0.707182,0.027592593,,0.023687151,0.2583349943161,,0.0024,0.2583,0.86573487520218,0.81804043054581,0.5983,,0.20262199640274,0.98292201757431,0.9967,0.1581,0.028618,,,0.08563,,0.34319,,0.25581,0.003,0.415,0.004,0.245,0.442068238,0.024289013,0.393182793,,,0.34732,0.1261101,,0.0680596,,0.610979686,,,0.170692823,,0.2138034,,0.4044,,0.163721642,0.896855,0.080441176,0.959821,0.15279879
555,0.599,0.003,0.806,0.847,0.9991264,0.06436359,0.213856,,0.0596456,,0.659004,0.026293996,0.727901,0.031851852,,0.022630354,0.24492500722408,,0.0028,0.2449,0.91020750999451,0.76220840215683,0.6054,,0.2358669936657,0.97447800636292,0.9954,0.1786,0.0306597,,,0.08238,,0.33636,,0.24289,0.002,0.401,0.004,0.234,0.455132835,0.023853067,0.402887009,,,0.34327,0.1306043,,0.0719806,,0.619195949,,,0.170692823,,0.2063985,,0.3958,,0.148899776,0.92327,0.096470588,0.977679,0.180030257
556,0.604,0.003,0.755,0.89,0.9961664,0.07334066,0.2206319,,0.0627235,,0.683269,0.030538302,0.748619,0.036851852,,0.021680633,0.24052299559116,,0.0024,0.2405,0.94451504945755,0.70318818092346,0.6124,,0.27561300992966,0.98790901899338,0.9928,0.215,0.0327437,,,0.08152,,0.31515,,0.2332,0.002,0.393,0.004,0.224,0.469514372,0.02367376,0.411585188,,,0.33713,0.1350681,,0.0760988,,0.622086052,,,0.162685837,,0.1963126,,0.3808,,0.148899776,0.94717,0.115735294,0.99256,0.210287443
557,0.609,0.004,0.699,0.923,0.9853244,0.08448105,0.2274691,,0.0657235,,0.708812,0.035817805,0.770718,0.042962963,,0.020628492,0.2308080047369,,0.0029,0.2308,0.97373992204666,0.64409017562866,0.6221,,0.30045399069786,0.97566097974777,0.9871,0.2321,0.0348198,,,0.08019,,0.30685,,0.22481,0.001,0.386,0.004,0.216,0.480687363,0.023466472,0.422377863,,,0.33245,0.1394736,,0.0803599,,0.624991063,,,0.162685837,,0.1896831,,0.377,,0.134451101,0.969811,0.138088235,1,0.245083207
558,0.615,0.004,0.639,0.952,0.9721411,0.09684128,0.2343162,,0.06868,,0.734355,0.042132505,0.79558,0.050555556,,0.019594972,0.22366100549698,,0.0031,0.2237,0.98898774385452,0.58740282058716,0.624,,0.34576401114464,0.99998700618744,0.9831,0.264,0.0368054,,,0.07701,,0.29697,,0.21705,0.001,0.376,0.005,0.207,0.495426546,0.02306278,0.430043536,,,0.33341,0.1438041,,0.0846651,,0.643429735,,,0.149185709,,0.1795564,,0.3664,,0.134451101,0.983648,0.163235294,1,0.281391831
559,0.623,0.005,0.58,0.975,0.9550888,0.1113341,0.2410935,,0.071619,,0.762452,0.04989648,0.819061,0.059444444,,0.01858473,0.21661700308323,,0.0027,0.2166,0.99915289878845,0.52768272161484,0.63,,0.39291900396347,0.98475700616837,0.9667,0.2945,0.0386792,,,0.07482,,0.29095,,0.20413,0.001,0.372,0.004,0.196,0.511962597,0.023182858,0.434855202,,,0.32271,0.1480472,,0.0889213,,0.664570745,,,0.149185709,,0.1740247,,0.3589,,0.121425798,0.994969,0.191176471,0.99256,0.320726173
560,0.629,0.006,0.527,0.99,0.9358077,0.1274934,0.2477051,,0.0745518,,0.790549,0.05931677,0.842541,0.070185185,,0.017667598,0.20695599913597,,0.0034,0.207,0.99788224697113,0.46835148334503,0.6426,,0.43114900588989,0.96150600910187,0.9274,0.3367,0.0404382,,,0.07286,,0.27842,,0.19574,0.002,0.363,0.005,0.186,0.526149539,0.022910485,0.443238835,,,0.31843,0.1522092,,0.0930733,,0.67103101,0.010218344,,0.137593384,,0.1625306,,0.3507,,0.121425798,1,0.220588235,0.980655,0.361573374
561,0.639,0.009,0.471,0.996,0.9106442,0.1478565,0.2541133,,0.0774692,,0.819923,0.070600414,0.868785,0.082777778,,0.016713222,0.20221099257469,,0.0031,0.2022,0.98856419324875,0.41329705715179,0.6516,,0.48087999224663,0.9244179725647,0.8681,0.3724,0.0421116,,,0.06944,,0.27474,,0.18605,0.002,0.355,0.004,0.181,0.539694807,0.022734854,0.454085127,,,0.31279,0.1563164,,0.097147,,0.673437555,0.012744006,,0.137593384,,0.161305,,0.34,,0.110929473,1,0.252941177,0.958333,0.403933434
562,0.647,0.016,0.418,1,0.8804301,0.1683536,0.26036,,0.0803614,,0.849298,0.08447205,0.892265,0.097592593,,0.015889199,0.18981799483299,,0.0026,0.1898,0.97204571962357,0.36516329646111,0.654,,0.52117598056793,0.90966999530792,0.8261,0.4097,0.0437839,,,0.06858,,0.2674,,0.17506,0.001,0.348,0.004,0.171,0.549170513,0.022585003,0.460045375,,,0.3062,0.1604199,,0.1012269,,0.689579481,0.012955226,,0.126381976,,0.1536219,,0.3333,,0.110929473,0.992453,0.288235294,0.931548,0.447806354
563,0.655,0.025,0.369,0.996,0.8499649,0.190894,0.2665671,,0.0832197,,0.877395,0.100931677,0.915746,0.115185185,,0.015176909,0.18862199783325,,0.0025,0.1886,0.94578570127487,0.31827372312546,0.6607,,0.571996986866,0.85165297985077,0.8128,0.4644,0.0455351,,,0.06546,,0.25368,,0.16731,0.002,0.342,0.004,0.162,0.560177346,0.022452396,0.466691585,,,0.30265,0.1645881,,0.1054214,,0.71213267,0.015767059,,0.126381976,,0.1440924,,0.3233,,0.099723281,0.977358,0.325,0.89881,0.491679274
564,0.669,0.029,0.322,0.987,0.8156071,0.2185872,0.2728932,,0.0860525,,0.904215,0.120082816,0.936464,0.136111111,,0.014399441,0.18230399489403,,0.0031,0.1823,0.91486656665802,0.27418351173401,0.6716,,0.61740201711655,0.82267099618912,0.8097,0.5077,0.0474148,,,0.065,,0.25284,,0.16085,0.001,0.335,0.004,0.155,0.569970649,0.021874471,0.471480597,,,0.29984,0.1688943,,0.1098054,,0.729016124,0.01760035,,0.119358924,,0.1398625,,0.3132,,0.099723281,0.959748,0.364705882,0.860119,0.534039334
565,0.681,0.026,0.282,0.977,0.7809957,0.2437208,0.2795084,,0.0888922,,0.931034,0.141821946,0.955801,0.16037037,,0.013640596,0.17599099874496,,0.0033,0.176,0.88225328922272,0.23662519454956,0.6804,,0.64906001091003,0.75892299413681,0.7928,0.5478,0.0494961,,,0.06337,,0.23803,,0.1531,0.002,0.327,0.004,0.149,0.583801363,0.021012632,0.490767866,,,0.29133,0.1733959,,0.1143953,,0.746649295,0.018580466,,0.119358924,,0.1361439,,0.3039,,0.090616699,0.933333,0.402941177,0.816964,0.576399395
566,0.692,0.02,0.244,0.958,0.7427537,0.2747553,0.2865433,,0.0917861,,0.952746,0.166666667,0.972376,0.187037037,,0.013058659,0.1676079928875,,0.004,0.1676,0.84286320209503,0.20295490324497,0.6993,,0.70169001817703,0.72125202417374,0.7594,0.5932,0.0518307,,,0.06175,,0.23522,,0.14406,0.002,0.318,0.005,0.141,0.596475714,0.020321426,0.493273732,,,0.28277,0.1781515,,0.1191409,,0.746521348,0.021934482,,0.106179012,,0.1302599,,0.2923,,0.090616699,0.903145,0.444117647,0.77381,0.618759455
567,0.703,0.019,0.213,0.94,0.7046461,0.3085813,0.2940831,,0.0947827,,0.971903,0.194616977,0.987569,0.214814815,,0.012444134,0.16207100450993,,0.0032,0.1621,0.80347311496735,0.17550544440746,0.7044,,0.74235302209854,0.65850299596786,0.7156,0.6544,0.0544034,,,0.06072,,0.21545,,0.1376,0.001,0.311,0.004,0.135,0.60200587,0.019665906,0.493877094,,,0.27516,0.1832069,,0.1239441,,0.764739443,0.026071521,,0.106179012,,0.1258303,,0.2832,,0.082414305,0.87044,0.482352941,0.72619,0.659606657
568,0.72,0.022,0.183,0.918,0.661103,0.3469348,0.3021744,,0.0979331,,0.985951,0.225672878,0.995856,0.248148148,,0.011857542,0.1564169973135,,0.0028,0.1564,0.76365947723389,0.14992223680019,0.7225,,0.78231102228165,0.60812801122665,0.6675,0.6877,0.0572529,,,0.05753,,0.2149,,0.13178,0.001,0.302,0.004,0.128,0.613716973,0.018776779,0.507185453,,,0.267,0.1885713,,0.1286861,,0.766786773,0.029751978,,0.099191396,,0.1211031,,0.2718,,0.082414305,0.833962,0.523529412,0.678571,0.698940999
569,0.733,0.026,0.157,0.896,0.6200437,0.3838926,0.3108537,,0.1012647,,0.996169,0.259834369,1,0.283333333,,0.011289572,0.15159599483013,,0.0024,0.1516,0.72130453586578,0.12822705507278,0.7368,,0.81155502796173,0.54760599136353,0.6218,0.7347,0.0603857,,,0.0574,,0.19978,,0.12662,0.001,0.294,0.003,0.122,0.612969081,0.018096816,0.509866602,,,0.25855,0.1942301,,0.1332971,,0.794994664,0.036907846,,0.099191396,,0.1188367,,0.2644,,0.076450616,0.793711,0.563235294,0.63244,0.736762481
570,0.751,0.03,0.133,0.872,0.5786152,0.4233599,0.3201416,,0.1047674,,1,0.296066253,1,0.32037037,,0.0108054,0.14815600216389,,0.0029,0.1482,0.68233799934387,0.10870917886496,0.7509,0.0022,0.8364070057869,0.50742602348328,0.5756,0.7704,0.0637394,,,0.05365,,0.19708,,0.1208,0.001,0.288,0.004,0.117,0.628555585,0.01712635,0.531638148,,,0.25365,0.2001572,,0.1377634,,0.817295503,0.042946318,,0.089803669,,0.1142578,,0.2536,,0.076450616,0.754717,0.601470588,0.58631,0.773071104
571,0.77,0.034,0.113,0.845,0.5391805,0.4589779,0.3300307,,0.1084147,,0.996169,0.33436853,0.995856,0.362962963,,0.010246741,0.14325200021267,,0.0028,0.1432,0.64210081100464,0.092379473149776,0.7698,0.0029,0.86413902044296,0.45546099543571,0.53,0.8258,0.0672886,,,0.05086,,0.18375,,0.11434,0.001,0.277,0.004,0.114,0.635678583,0.016418849,0.542809957,,,0.24142,0.206285,,0.1421405,,0.836727869,0.048512487,,0.089803669,,0.1117175,,0.2412,,0.069828861,0.71195,0.639705882,0.543155,0.803328291
572,0.792,0.042,0.096,0.818,0.4986361,0.50376,0.3404537,,0.1121544,,0.988506,0.376811594,0.986188,0.405555556,,0.009771881,0.14014500379562,,0.0034,0.1401,0.6052520275116,0.078460343182087,0.7881,0.0041,0.88887900114059,0.41553100943565,0.4843,0.8553,0.0710084,,,0.05103,,0.17815,,0.11047,0.001,0.271,0.005,0.108,0.6348494,0.015589777,0.540455242,,,0.23303,0.2125207,,0.1465318,,0.862337478,0.05710048,,0.081722049,,0.1086606,,0.2328,,0.069828861,0.67044,0.676470588,0.5,0.832072617
573,0.807,0.048,0.081,0.793,0.4599577,0.5474395,0.3512627,,0.1158996,,0.97318,0.422360248,0.969613,0.45,,0.009269088,0.13555000722408,,0.0026,0.1355,0.56967389583588,0.066687405109406,0.7995,0.0065,0.91179102659225,0.38507398962975,0.4421,0.8977,0.0747607,,,0.04808,,0.16649,,0.1053,0.001,0.26,0.004,0.104,0.640003948,0.014685469,0.541840177,,,0.22543,0.2187911,,0.1510868,,0.864497173,0.061888059,,0.081722049,,0.1060308,,0.2227,,0.063233291,0.630189,0.710294118,0.459821,0.859304085
574,0.822,0.055,0.069,0.766,0.4194328,0.5910464,0.3622318,,0.1195692,,0.950192,0.467908903,0.950276,0.496296296,,0.008761639,0.13224899768829,,0.0029,0.1322,0.53621345758438,0.056648522615433,0.8139,0.0075,0.93419998884201,0.34993898868561,0.398,0.9242,0.0784504,,,0.04642,,0.16056,,0.10078,0.001,0.25,0.004,0.097,0.653267095,0.014269783,0.546973812,,,0.21641,0.2250518,,0.1559314,,0.871210338,0.073190922,,0.077595971,,0.1000244,,0.2126,,0.063233291,0.592453,0.742647059,0.422619,0.881996974
575,0.845,0.065,0.058,0.74,0.3833058,0.6339554,0.3730957,,0.12311,,0.923372,0.51552795,0.925414,0.542592593,,0.008337989,0.12637400627136,,0.0031,0.1264,0.50614148378372,0.04762052744627,0.8295,0.0102,0.95108997821808,0.30629301071167,0.3587,0.9394,0.0820525,,,0.04705,,0.16165,,0.0969,0.001,0.243,0.005,0.096,0.654092402,0.013616522,0.561666603,,,0.20712,0.2312931,,0.1611792,,0.876719436,0.087692943,,0.077595971,,0.0980769,,0.2027,,0.059439073,0.552201,0.776470588,0.385417,0.904689864
576,0.859,0.075,0.049,0.714,0.3481615,0.6784528,0.3836166,,0.1264804,,0.89272,0.562111801,0.895028,0.587037037,,0.007946927,0.12421099841595,,0.0032,0.1242,0.47564589977264,0.041150856763124,0.8457,0.0123,0.96792197227478,0.27345299720764,0.322,0.9604,0.0854359,,,0.04466,,0.14361,,0.09367,0.002,0.236,0.005,0.092,0.66354662,0.013702403,0.570992897,,,0.20171,0.2375408,,0.166867,,0.877788469,0.09912842,,0.067723607,,0.095609,,0.1948,,0.059439073,0.518239,0.804411765,0.354167,0.922844176
577,0.883,0.089,0.041,0.691,0.3150983,0.7233605,0.3936581,,0.129672,,0.855683,0.609730849,0.866022,0.631481482,,0.007481378,0.11864999681711,,0.0037,0.1186,0.44811519980431,0.034805599600077,0.8603,0.0148,0.97340899705887,0.24480800330639,0.2911,0.9712,0.0885308,,,0.04426,,0.13589,,0.08979,0.002,0.223,0.005,0.088,0.663206197,0.013491377,0.583627953,,,0.19163,0.2438374,,0.1729789,,0.888281985,0.111020082,,0.067723607,,0.0923036,,0.1866,,0.055494879,0.486792,0.830882353,0.327381,0.940998487
578,0.904,0.102,0.035,0.668,0.2872557,0.7548277,0.4032058,,0.1327182,,0.816092,0.6563147,0.831492,0.674074074,,0.007202048,0.11769499629736,,0.003,0.1177,0.42482000589371,0.029968896880746,0.8804,0.0168,0.97326898574829,0.22799600660801,0.259,0.9817,0.0914184,,,0.04267,,0.12731,,0.08721,0.001,0.215,0.004,0.084,0.670393066,0.013487405,0.597535563,,,0.18335,0.2502052,,0.1794217,,0.909904781,0.125513104,,0.066075458,,0.08969,,0.1771,,0.055494879,0.455346,0.855882353,0.299107,0.954614221
579,0.921,0.119,0.03,0.647,0.2602921,0.7956293,0.4123608,,0.135668,,0.771392,0.699792961,0.791436,0.716666667,,0.006731844,0.11224800348282,,0.0034,0.1122,0.40000000596046,0.025528771802783,0.8987,0.0214,0.9896240234375,0.19771300256252,0.2298,0.992,0.0941694,,,0.04167,,0.12728,,0.08527,0.002,0.209,0.005,0.081,0.681088833,0.013355834,0.608805262,,,0.17749,0.2566231,,0.1860742,,0.923829942,0.142143959,,0.066075458,,0.0893065,,0.1716,,0.051040511,0.423899,0.875,0.27381,0.968229955
580,0.941,0.138,0.025,0.625,0.2326173,0.8318139,0.4213147,,0.1385612,,0.724138,0.741200828,0.752762,0.757407407,,0.006387337,0.11023800075054,,0.0027,0.1102,0.3797966837883,0.022052876651287,0.9204,0.0259,0.99583101272583,0.17803399264812,0.2038,0.9962,0.0967901,,,0.03945,,0.12091,,0.0801,0.002,0.199,0.004,0.079,0.681906549,0.01351714,0.61994176,,,0.16865,0.2630073,,0.1927577,,0.944761008,0.159408821,,0.060015145,,0.0866129,,0.1638,,0.051040511,0.397484,0.894117647,0.251488,0.97730711
581,0.955,0.16,0.021,0.606,0.2086417,0.8646572,0.4302769,,0.1414379,,0.67433,0.780538302,0.709945,0.794444444,,0.006089385,0.10650599747896,,0.003,0.1065,0.35878863930702,,0.9359,0.0309,0.99462497234344,0.15824399888515,0.183,0.9962,0.0994332,,,0.03656,,0.11285,,0.07752,0.002,0.191,0.004,0.076,0.686255361,0.013721072,0.634267128,,,0.16166,0.2692691,,0.1993262,,0.957616588,0.181462688,,0.060015145,,0.0846932,,0.1569,,0.047719189,0.371069,0.911764706,0.230655,0.984871407
582,0.967,0.183,0.018,0.59,0.1861693,0.8932409,0.4393837,,0.1443302,,0.625798,0.817805383,0.667127,0.82962963,,0.005837989,0.10291799902916,,0.0034,0.1029,0.34159255027771,,0.952,0.0365,0.99368399381638,0.1370649933815,0.1603,0.9955,0.1021804,,,0.03743,,0.11061,,0.07364,0.001,0.184,0.004,0.074,0.693247388,0.014173031,0.649601669,,,0.15372,0.2753571,,0.2056547,,0.976202392,0.210514804,,0.053905259,,0.0819011,,0.1483,,0.047719189,0.345912,0.929411765,0.209821,0.990922844
583,0.984,0.211,0.015,0.572,0.166385,0.9226509,0.4487007,,0.1472726,,0.577267,0.850931677,0.625691,0.861111111,,0.005414339,0.10101100057364,,0.0033,0.101,0.32422703504562,,0.959,0.0417,1,0.12879900634289,0.1351,0.9922,0.1049751,,,0.03607,,0.10397,,0.07235,0.001,0.176,0.004,0.071,0.702087364,0.014323819,0.670184471,,,0.14803,0.2812728,,0.2116902,,0.980745108,0.233412026,,0.053905259,,0.0782624,,0.1423,,0.043844206,0.324528,0.944117647,0.193452,0.995461422
584,0.993,0.237,0.013,0.557,0.147416,0.941596,0.458199,,0.1502923,,0.530013,0.880952381,0.584254,0.887037037,,0.005107076,0.09787580370903,,0.0028,0.0979,0.30923336744308,,0.9735,0.0496,0.99980801343918,0.1129600033164,0.1152,0.9886,0.1077528,,,0.0361,,0.09667,,0.07041,0.001,0.167,0.005,0.069,0.708712569,0.015344956,0.690359157,0.013086189,,0.13981,0.2870915,,0.2174382,,0.999999974,0.262351475,,0.05208116,,0.0748738,,0.1358,,0.043844206,0.304403,0.954411765,0.177083,1
585,0.995,0.265,0.011,0.545,0.1305755,0.9593883,0.4677477,,0.1534358,,0.485313,0.909937888,0.544199,0.912962963,,0.004888268,0.094541497528553,,0.0035,0.0945,0.29567980766296,,0.9767,0.0575,0.99717801809311,0.10536699742079,0.1031,0.979,0.1105453,,,0.03444,,0.09258,,0.06783,0.001,0.161,0.004,0.065,0.712925578,0.016081435,0.713144606,0.010434999,,0.13575,0.2929925,,0.2230116,,0.991240702,0.291792883,,0.05208116,,0.0744065,,0.1303,,0.04020938,0.284277,0.964705882,0.165179,1
586,0.996,0.297,0.009,0.529,,0.9753884,0.4771808,,0.1567626,,0.440613,0.931677019,0.505525,0.937037037,,0.004583333,0.094523802399635,,0.0031,0.0945,0.28449809551239,,0.9817,0.0628,0.99095100164413,0.089056298136711,0.0922,0.9681,0.1132762,,,0.03315,,0.08879,,0.06783,0.001,0.154,0.004,0.064,0.72116268,0.016588162,0.725432762,0.009421111,,0.12972,0.2991759,,0.2285933,,0.987215638,0.323696076,,0.04939825,,0.073435,,0.1247,,0.04020938,0.266667,0.975,0.151786,0.998487141
587,1,0.335,0.008,0.519,,0.9840361,0.4863696,,0.1603355,,0.399745,0.950310559,0.466851,0.953703704,,0.00436406,0.091598801314831,,0.0032,0.0916,0.27111393213272,,0.9836,0.071,0.98113697767258,0.082509197294712,0.0781,0.958,0.1159519,,,0.03334,,0.08158,,0.0646,0.002,0.148,0.004,0.063,0.735482212,0.017877471,0.744342345,0.009984269,,0.12257,0.3057973,,0.2344213,,0.980978149,0.356505302,,0.04939825,,0.0689149,,0.1181,,0.037661346,0.250314,0.979411765,0.141369,0.998487141
588,0.992,0.369,0.007,0.509,,0.9940711,0.4952277,,0.1641945,,0.360153,0.965838509,0.429558,0.966666667,,0.004101024,0.088115401566029,,0.004,0.0881,0.26196527481079,,0.9845,0.0826,0.98225599527359,0.072842799127102,0.0646,0.9473,0.1186501,,,0.03271,,0.07489,,0.06395,0.002,0.142,0.005,0.059,0.745158874,0.019201991,0.772496895,0.010512084,,0.11767,0.3129705,,0.2407335,,0.966705258,0.389580182,,0.045514631,,0.0680425,,0.1122,,0.037661346,0.23522,0.986764706,0.129464,0.993948563
589,0.984,0.406,0.006,0.499,,0.9973956,0.5037998,,0.168386,,0.323116,0.97826087,0.395028,0.975925926,,0.003865456,0.08578509837389,,0.0035,0.0858,0.25175774097443,,0.9924,0.093,0.98062598705292,0.067165799438953,0.0546,0.9403,0.1214935,,,0.03112,,0.07299,,0.06202,0.001,0.135,0.004,0.059,0.747917724,0.020523357,0.792704703,0.011874511,,0.11108,0.3207634,,0.2477301,,0.960608119,0.43095067,,0.045514631,,0.0677494,,0.1084,,0.034539752,0.220126,0.992647059,0.119048,0.990922844
590,0.971,0.447,0.005,0.492,,0.9990733,0.5122719,,0.1729299,,0.289911,0.98757764,0.36326,0.987037037,,0.003641527,0.082979701459408,,0.0031,0.083,0.24519272148609,,0.9885,0.1073,0.97156602144241,0.054610598832369,0.0477,0.925,0.1245236,,,0.02963,,0.07138,,0.05879,0.002,0.13,0.004,0.056,0.762272018,0.022363102,0.81943179,0.01318963,,0.1077,0.3291467,,0.2555147,,0.916522199,0.472857871,,0.041793481,,0.0653992,,0.1037,,0.034539752,0.205031,0.995588235,0.111607,0.987897126
591,0.946,0.488,0.004,0.483,,1,0.5209073,,0.1778242,,0.259259,0.99378882,0.33011,0.994444444,,0.003426909,0.081426203250885,,0.0028,0.0814,0.23672172427177,,0.9804,0.1172,0.96713000535965,0.049261800944805,0.0428,0.907,0.1278249,,,0.02913,,0.06426,,0.05685,0.002,0.124,0.004,0.054,0.776187508,0.023805798,0.82465107,0.015082596,,0.101,0.338049,,0.2640611,,0.887838266,0.505776094,,0.041793481,,0.0631273,,0.0994,,0.031107084,0.192453,0.998529412,0.104167,0.981845688
592,0.925,0.531,0.004,0.477,,0.9899287,0.5300114,,0.1830569,,0.231162,0.99689441,0.302486,0.998148148,,0.003256052,0.079193197190762,,0.003,0.0792,0.23049555718899,,0.9697,0.1312,0.95373100042343,0.047155901789665,0.0381,0.8966,0.1313956,,,0.02784,,0.0653,,0.0562,0.002,0.119,0.004,0.053,0.785642284,0.025401265,0.854614819,0.017286264,,0.09981,0.347402,,0.2732503,,0.864671435,0.553694814,,0.040193122,,0.060494,,0.095,,0.031107084,0.181132,1,0.0952381,0.974281392
593,0.901,0.571,0.003,0.472,,0.9864534,0.5398514,,0.1886194,,0.208174,0.997929607,0.276243,1,,0.003096369,0.077523596584797,,0.003,0.0775,0.22486235201359,,0.959,0.1434,0.94400799274445,0.038717798888683,0.0338,0.8816,0.1352536,,,0.02658,,0.06554,,0.05426,0.002,0.114,0.004,0.05,0.796870628,0.027344828,0.866626106,0.019194325,,0.09429,0.3571161,,0.2828849,,0.824658849,0.582518813,,0.040193122,,0.0576597,,0.0915,,0.028532936,0.168553,1,0.0892857,0.968229955
594,0.867,0.613,0.003,0.466,,0.9784701,0.5504821,,0.1944797,,0.183908,0.998964803,0.248619,1,,0.002898045,0.075325898826122,,0.003,0.0753,0.2191444337368,,0.9378,0.1604,0.93331998586655,0.036691699177027,0.0292,0.8623,0.1393355,,,0.02621,,0.05719,,0.05233,0.002,0.109,0.005,0.049,0.802370112,0.030006698,0.899091669,0.022167445,,0.09052,0.3670573,,0.29277,,0.797010403,0.621444055,,0.037428634,,0.0561683,,0.087,,0.028532936,0.157233,1,0.0833333,0.962178517
595,0.836,0.655,0.002,0.461,,0.966322,0.5617433,,0.200615,,0.162197,0.994824017,0.226519,0.994444444,,0.002735568,0.072417996823788,,0.0031,0.0724,0.21257941424847,,0.9153,0.174,0.92093402147293,0.030929200351238,0.0245,0.8463,0.1435936,,,0.02555,,0.056,,0.05039,0.002,0.106,0.004,0.047,0.82108736,0.033058408,0.907937391,0.024854911,,0.08646,0.377104,,0.3027615,,0.772391983,0.663760324,,0.037428634,,0.05261,,0.0843,,0.025969586,0.145912,1,0.0758929,0.954614221
596,0.799,0.692,0.002,0.456,,0.9524098,0.5732739,,0.2070001,,0.14304,0.99068323,0.203039,0.988888889,,0.002548417,0.071286797523499,,0.0025,0.0713,0.20859804749489,,0.8943,0.1889,0.92601400613785,0.030892599374056,0.0203,0.8385,0.1479821,,,0.02422,,0.0512,,0.04845,0.001,0.101,0.003,0.046,0.841136619,0.036272569,0.934892255,0.028562588,,0.08432,0.3871322,,0.3127788,,0.71965158,0.710447264,,0.034712807,,0.0537646,,0.0819,,0.025969586,0.135849,0.998529412,0.0699405,0.948562784
597,0.763,0.733,0.002,0.449,,0.9371716,0.5845261,,0.2136025,,0.126437,0.983436853,0.183702,0.981481482,,0.002364525,0.068575300276279,,0.0027,0.0686,0.20372723042965,,0.8607,0.2047,0.91247302293777,0.027148699387908,0.0177,0.826,0.1525118,,,0.02346,,0.05562,,0.04522,0.001,0.097,0.003,0.044,0.853183705,0.039994789,0.946659323,0.032145048,,0.08111,0.3970116,,0.3227654,,0.673857078,0.747770656,,0.034712807,,0.0518739,,0.0785,,0.023162523,0.125786,0.998529412,0.0654762,0.937972769
598,0.724,0.767,0.002,0.444,,0.923198,0.5949244,,0.2203858,,0.112388,0.974120083,0.164365,0.97037037,,0.002223464,0.066325597465038,,0.0027,0.0663,0.19961880147457,,0.8479,0.2265,0.89106202125549,0.023723099380732,0.0157,0.8221,0.1571165,,,0.02326,,0.05049,,0.04457,0.001,0.094,0.003,0.042,0.870518535,0.044017072,0.946767859,0.035222028,,0.07818,0.4066433,,0.3327118,,0.61200998,0.782661669,,0.032437891,,0.0468048,,0.0757,,0.023162523,0.118239,0.992647059,0.0610119,0.927382753
599,0.682,0.808,0.001,0.442,,0.907865,0.6040916,,0.2273264,,0.0970626,0.964803313,0.146409,0.959259259,,0.00208473,0.065189197659492,,0.0022,0.0652,0.19339263439178,,0.8225,0.2464,0.88538801670074,0.019846299663186,0.0141,0.8135,0.1617661,,,0.022,,0.0475,,0.04264,0.001,0.089,0.004,0.041,0.8844198,0.04881117,0.933855284,0.040050204,,0.07593,0.4159854,,0.3425805,,0.569699121,0.818310821,,0.032437891,,0.0447455,,0.0737,,0.020930347,0.108176,0.989705882,0.0565476,0.918305598
